category,normalized_part_number,descriptions,challenger_variants,charger_variants,challenger_part_numbers,charger_part_numbers,challenger_sources,charger_sources
steering-wheel,1ZV37DX9AC,Paddle Switch Cover Bezel Left,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,1ZV37DX9AC,1ZV37DX9AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ18JSLAA,Steering Wheel Bezel Left,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ18JSLAA,5SQ18JSLAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ18JXPAA,Steering Wheel Bezel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ18JXPAA,5SQ18JXPAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ19JSLAA,Steering Wheel Bezel Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ19JSLAA,5SQ19JSLAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ19JXPAA,Steering Wheel Bezel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ19JXPAA,5SQ19JXPAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ20JSLAA,Steering Wheel Bezel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ20JSLAA,5SQ20JSLAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,5SQ20JXPAA,Steering Wheel Bezel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,5SQ20JXPAA,5SQ20JXPAA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,6511907AA,Oval Head Screw,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6511907AA,6511907AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,6AD80DX9AA,Steering Wheel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6AD80DX9AA,6AD80DX9AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,6AD81DX9AA,Steering Wheel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6AD81DX9AA,6AD81DX9AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,6AD821X9AA,2015 2021 Mopar Steering Wheel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6AD821X9AA,6AD821X9AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
steering-wheel,6MS261X9AA,2015 2021 Mopar Steering Wheel,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | SRT 392 6.4L,6MS261X9AA,6MS261X9AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/steering--steering-wheel | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/steering--steering-wheel
aperture-pillars,6510139AA,Push Pin,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L,6510139AA,6510139AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
aperture-pillars,6510414AA,Plastic Nut Retainer,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L,6510414AA,6510414AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
aperture-pillars,68087134AC,Rear Wheelhouse Panel Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L,68087134AC,68087134AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
aperture-pillars,68422950AC,2020 2021 Mopar Rear Wheelhouse Panel Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L,68422950AC,68422950AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
aperture-pillars,68422951AA,2020 2021 Mopar Rear Wheelhouse Panel Left,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L,68422951AA,68422951AA,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
aperture-pillars,68423700AC,Rear Wheelhouse Panel Right,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L | SXT 3.6L,R/T 5.7L | R/T Scat Pack 6.4L | SRT 392 6.4L,68423700AC,68423700AC,https://www.moparamerica.com/v-2017-dodge-challenger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-challenger--sxt--3-6l-v6-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-charger--r-t--5-7l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports | https://www.moparamerica.com/v-2017-dodge-charger--srt-392--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports
